First_Name,Last_Name,Season,Position,Team_End_Season,Shot,Shot2,height_in,weight_lbs,Signing Age,Length,AAV,Expiry_Age,Expiry Status,next_length,next_aav,pred_length,pred_AAV,GP,G,A,P,PIM,GF_pct,CF_pct,TOI_5x5,TOI_PP,TOI_PK,EVO_GAR,EVD_GAR,PPO_GAR,SHD_GAR,Take_GAR,Draw_GAR,Cap_Ceiling,AAV_pct_cap,Next_Cap_Ceiling,next_AAV_pct_cap,pred_AAV_pct_cap,Team,Draft_Position_Raw,Undrafted
Patrick,Kane,2024,Winger,DET,1,Left,70,176,35,1,"$2,750,000",36,UFA,1,"$6,500,000",1,"$6,368,226",50,20,27,47,16,51,47,14.52,2.85,0.03,3.4,0.4,1.2,0,0.5,-0.1,"$83,500,000",3.3%,"$88,000,000",7.4%,7.2%,DET,1,0
Chandler,Stephenson,2024,Center,VGK,1,Left,72,201,26,4,"$2,750,000",30,UFA,7,"$6,250,000",7,"$6,106,239",75,16,35,51,25,48,46,13.3,2.77,1.57,0.8,-7.3,-1,-1.7,1.9,0.7,"$83,500,000",3.3%,"$88,000,000",7.1%,6.9%,VGK,77,0
Warren,Foegele,2024,Winger,EDM,1,Left,74,205,25,3,"$2,750,000",28,UFA,3,"$3,500,000",3,"$3,714,518",82,20,21,41,47,51,56,12.38,0.53,0.85,5.6,-1.5,-0.3,0.8,0.5,0.7,"$83,500,000",3.3%,"$88,000,000",4.0%,4.2%,EDM,67,0
Luke,Kunin,2024,Center,SJ,0,Right,72,196,24,2,"$2,750,000",26,RFA+ARB,1,"$2,750,000",2,"$2,812,635",77,11,7,18,83,29,41,12.62,0.88,1.88,-3,-8.6,-0.2,-0.6,0.4,-0.3,"$83,500,000",3.3%,"$88,000,000",3.1%,3.2%,S.J,15,0
Ilya,Lyubushkin,2024,Defenseman,TOR,0,Right,74,205,28,2,"$2,750,000",30,UFA,3,"$3,250,000",3,"$3,093,397",74,0,8,8,57,42,46,13.92,0.03,2.53,-0.8,-2,0,-3.2,-0.9,0.1,"$83,500,000",3.3%,"$88,000,000",3.7%,3.5%,ANA/TOR,250,1
Gustav,Forsling,2024,Defenseman,FLA,1,Left,72,198,25,3,"$2,666,667",28,UFA,8,"$5,750,000",8,"$5,742,661",79,10,29,39,43,66,57,17.25,0.55,3.22,10.4,4.8,0,-0.4,1.6,0.3,"$83,500,000",3.2%,"$88,000,000",6.5%,6.5%,FLA,126,0
Sean,Walker,2024,Defenseman,PHI,0,Right,71,192,25,4,"$2,650,000",29,UFA,5,"$3,600,000",4,"$3,581,129",81,10,19,29,50,54,54,16.12,0.5,1.95,11.8,0.7,-0.9,2.1,-1.1,-0.6,"$83,500,000",3.2%,"$88,000,000",4.1%,4.1%,COL/PHI,250,1
Jason,Dickinson,2024,Center,CHI,1,Left,74,201,26,3,"$2,650,000",29,UFA,2,"$4,250,000",3,"$4,169,140",82,22,13,35,43,55,47,13.05,0.73,1.97,9.3,5.7,0.5,0.2,0.9,-0.3,"$83,500,000",3.2%,"$88,000,000",4.8%,4.7%,CHI,29,0
Dante,Fabbro,2024,Defenseman,NSH,0,Right,72,201,24,1,"$2,500,000",25,RFA+ARB,1,"$2,500,000",2,"$2,509,920",56,3,10,13,24,54,51,14.6,0.1,1.27,2,1.3,-0.1,0.8,0.2,-0.6,"$83,500,000",3.0%,"$88,000,000",2.8%,2.9%,NSH,17,0
Casey,Mittelstadt,2024,Center,COL,1,Left,73,205,22,3,"$2,500,000",25,RFA+ARB,3,"$5,750,000",4,"$5,912,669",80,18,39,57,32,56,52,14.45,2.23,0.08,13.1,2.4,0.8,0,0.4,-1.9,"$83,500,000",3.0%,"$88,000,000",6.5%,6.7%,BUF/COL,8,0
Henri,Jokiharju,2024,Defenseman,BUF,0,Right,72,205,22,3,"$2,500,000",25,RFA+ARB,1,"$3,100,000",2,"$3,279,798",74,3,17,20,24,56,49,17.3,0.25,0.87,4.4,0.4,-0.7,0.2,0.9,-0.5,"$83,500,000",3.0%,"$88,000,000",3.5%,3.7%,BUF,29,0
Zemgus,Girgensons,2024,Center,BUF,1,Left,74,196,29,1,"$2,500,000",30,UFA,3,"$850,000",2,"$1,258,733",63,8,6,14,21,50,50,10.67,0.03,0.92,-1.3,0.6,0,-0.3,0.3,0.2,"$83,500,000",3.0%,"$88,000,000",1.0%,1.4%,BUF,14,0
Oliver,Kylington,2024,Defenseman,CGY,1,Left,72,183,25,2,"$2,500,000",27,UFA,1,"$1,050,000",1,"$1,413,508",33,3,5,8,12,43,48,15.97,0.17,0.53,-1.4,-2.7,-0.1,-1,0.1,-0.6,"$83,500,000",3.0%,"$88,000,000",1.2%,1.6%,CGY,60,0
Alex,Carrier,2024,Defenseman,NSH,0,Right,71,174,26,1,"$2,500,000",27,UFA,3,"$3,750,000",3,"$3,749,886",73,4,16,20,44,51,51,15.75,0.37,2,-0.3,3.9,1.2,1,-1.1,1.1,"$83,500,000",3.0%,"$88,000,000",4.3%,4.3%,NSH,115,0
Jake,Bean,2024,Defenseman,CBJ,1,Left,73,192,23,3,"$2,333,333",26,UFA no QO,2,"$1,750,000",2,"$1,898,883",72,4,9,13,32,44,47,14.88,0.05,1.03,-2,2.4,0,0.1,-0.4,0.1,"$83,500,000",2.8%,"$88,000,000",2.0%,2.2%,CBJ,13,0
Oliver,Ekman-Larsson,2024,Defenseman,FLA,1,Left,74,190,31,1,"$2,250,000",32,UFA,4,"$3,500,000",4,"$3,374,816",80,9,23,32,76,55,56,14.32,1.85,1.43,4.4,-2.1,2.3,1.2,-1.3,0.2,"$83,500,000",2.7%,"$88,000,000",4.0%,3.8%,FLA,6,0
Kaapo,Kakko,2024,Winger,NYR,1,Left,74,216,21,2,"$2,100,000",23,RFA+ARB,1,"$2,400,000",2,"$2,351,728",61,13,6,19,24,53,50,11.92,1.12,0,-1.6,-0.6,0,0,-0.3,-0.2,"$83,500,000",2.5%,"$88,000,000",2.7%,2.7%,NYR,2,0
Tyson,Jost,2024,Center,BUF,1,Left,71,187,25,1,"$2,000,000",26,UFA,1,"$775,000",1,"$749,579",43,3,3,6,10,35,44,9.83,0.02,0.62,-1.1,-2.4,0,0.7,0.1,0.3,"$83,500,000",2.4%,"$88,000,000",0.9%,0.9%,BUF,10,0
Max,Pacioretty,2024,Winger,WSH,1,Left,74,216,34,1,"$4,000,000",35,UFA,1,"$1,500,000",1,"$1,595,319",47,4,19,23,25,40,47,12.17,1.98,0,0.1,0.2,2.5,0,-0.3,0,"$83,500,000",4.8%,"$88,000,000",1.7%,1.8%,WSH,22,0
Daniel,Sprong,2024,Winger,DET,0,Right,72,194,26,1,"$2,000,000",27,UFA,1,"$975,000",2,"$1,297,792",76,18,25,43,22,48,46,10.07,1.75,0,7,-4.2,2.6,0,0.1,0.3,"$83,500,000",2.4%,"$88,000,000",1.1%,1.5%,DET,46,0
Sean,Monahan,2024,Center,WPG,1,Left,74,205,28,1,"$2,000,000",29,UFA,5,"$5,500,000",6,"$5,486,458",83,26,33,59,12,56,48,12.87,3.07,1.23,9,-4.7,5.3,-0.6,2.5,-1.9,"$83,500,000",2.4%,"$88,000,000",6.3%,6.2%,MTL/WPG,6,0
Teddy,Blueger,2024,Center,VAN,1,Left,72,185,28,1,"$1,900,000",29,UFA,2,"$1,800,000",2,"$1,991,204",68,6,22,28,31,51,52,12.23,0.22,2.02,1,2.5,-0.3,-0.4,0,-0.7,"$83,500,000",2.3%,"$88,000,000",2.0%,2.3%,VAN,52,0
Jacob,Bryson,2024,Defenseman,BUF,1,Left,69,176,24,2,"$1,850,000",26,UFA no QO,1,"$900,000",1,"$997,761",36,1,7,8,8,54,48,13.35,0.02,1,-1.5,3.3,0,-0.9,0.4,0.2,"$83,500,000",2.2%,"$88,000,000",1.0%,1.1%,BUF,99,0
Colin,Miller,2024,Defenseman,WPG,0,Right,73,201,29,2,"$1,850,000",31,UFA,2,"$1,500,000",2,"$1,594,985",46,4,5,9,26,61,55,14.12,0.35,0.87,2.5,-0.4,-0.2,0.7,-0.5,0.5,"$83,500,000",2.2%,"$88,000,000",1.7%,1.8%,N.J/WPG,151,0
Jordan,Martinook,2024,Center,CAR,1,Left,73,207,29,3,"$1,800,000",32,UFA,3,"$3,050,000",3,"$3,000,513",82,14,18,32,36,47,62,12.93,0.1,1.35,2.6,5.1,-0.1,1.6,-0.1,0.3,"$83,500,000",2.2%,"$88,000,000",3.5%,3.4%,CAR,58,0
Isac,Lundestrom,2024,Center,ANA,1,Left,73,192,22,2,"$1,800,000",24,RFA+ARB,1,"$1,500,000",2,"$1,483,452",46,5,6,11,2,45,43,11.6,0.43,1.9,-0.7,3,-0.3,0.5,1.3,-0.4,"$83,500,000",2.2%,"$88,000,000",1.7%,1.7%,ANA,23,0
Barrett,Hayton,2024,Center,UTA,1,Left,73,201,22,2,"$1,775,000",24,RFA+ARB,2,"$2,650,000",2,"$2,477,332",33,3,7,10,26,35,54,12.58,2.37,1.03,-0.8,1.2,2.7,-1,0,0.7,"$83,500,000",2.1%,"$88,000,000",3.0%,2.8%,ARI,5,0
Ryan,Hartman,2024,Winger,MIN,0,Right,72,196,26,3,"$1,700,000",29,UFA,3,"$4,000,000",3,"$4,037,074",74,21,24,45,72,52,51,13.07,1.63,1,6.8,0.6,1.7,-0.6,-0.5,1.5,"$83,500,000",2.0%,"$88,000,000",4.5%,4.6%,MIN,30,0
Yakov,Trenin,2024,Center,NSH,1,Left,74,201,25,2,"$1,700,000",27,UFA,4,"$3,500,000",3,"$3,063,575",76,12,5,17,40,55,52,12.37,0.13,1.83,0.2,2,0,1.1,0.2,-0.8,"$83,500,000",2.0%,"$88,000,000",4.0%,3.5%,COL/NSH,55,0
Sean,Durzi,2024,Defenseman,UTA,0,Right,73,198,23,2,"$1,700,000",25,RFA+ARB,4,"$6,000,000",5,"$6,256,241",76,9,32,41,63,49,51,17.23,3.17,1.2,4.5,-0.1,3.1,0.3,-0.2,0.1,"$83,500,000",2.0%,"$88,000,000",6.8%,7.1%,ARI,52,0
Blake,Lizotte,2024,Center,LA,1,Left,69,170,24,2,"$1,675,000",26,UFA no QO,2,"$1,850,000",2,"$1,791,127",62,7,8,15,20,57,53,9.9,0.08,1.67,0.6,1.4,0,0.7,0.4,0.3,"$83,500,000",2.0%,"$88,000,000",2.1%,2.0%,L.A,250,1
Tony,Deangelo,2024,Defenseman,CAR,0,Right,71,181,27,1,"$1,675,000",28,UFA,1,"$775,000",1,"$1,004,548",31,3,8,11,24,37,56,11.35,2.48,0.1,-0.8,-2,-0.2,0.1,0.6,-0.3,"$83,500,000",2.0%,"$88,000,000",0.9%,1.1%,CAR,19,0
Eric,Robinson,2024,Winger,CBJ,1,Left,74,220,26,2,"$1,600,000",28,UFA,1,"$950,000",2,"$1,102,230",47,3,7,10,19,44,50,10.77,0.02,0.48,-1.3,-2.3,0,0.1,0.6,-1,"$83,500,000",1.9%,"$88,000,000",1.1%,1.3%,BUF/CBJ,250,1
Brandon,Hagel,2024,Winger,TB,1,Left,74,185,22,3,"$1,500,000",25,RFA+ARB,8,"$6,500,000",7,"$6,497,312",82,26,49,75,79,49,53,15.13,1.1,1.93,13.2,3.1,2.6,1.2,-0.6,1.5,"$83,500,000",1.8%,"$88,000,000",7.4%,7.4%,T.B,159,0
Owen,Tippett,2024,Winger,PHI,0,Right,73,209,23,2,"$1,500,000",25,RFA+ARB,8,"$6,200,000",6,"$6,084,619",78,28,25,53,12,48,52,13.17,2.53,0.03,8.9,0.3,-2.4,0,1.9,0.2,"$83,500,000",1.8%,"$88,000,000",7.0%,6.9%,PHI,10,0
Kailer,Yamamoto,2024,Winger,SEA,0,Right,69,179,24,1,"$1,500,000",25,UFA no QO,1,"$775,000",1,"$863,756",59,8,8,16,18,45,53,9.65,2.12,0.07,-2.2,0.7,2.6,0,-0.2,-0.3,"$83,500,000",1.8%,"$88,000,000",0.9%,1.0%,SEA,22,0
Eetu,Luostarinen,2024,Center,FLA,1,Left,75,190,23,2,"$1,500,000",25,RFA+ARB,3,"$3,000,000",3,"$2,912,988",82,12,15,27,26,46,56,12.13,0.7,2.52,-2.4,4.2,0.6,0.4,0.2,1.2,"$83,500,000",1.8%,"$88,000,000",3.4%,3.3%,FLA,42,0
Matt,Martin,2024,Winger,NYI,1,Left,75,220,31,4,"$1,500,000",35,UFA,1,"$875,000",2,"$1,177,928",57,4,4,8,43,58,41,9.18,0.03,0.02,-0.1,0.9,0,0,-0.2,-0.2,"$83,500,000",1.8%,"$88,000,000",1.0%,1.3%,NYI,148,0
Tomas,Tatar,2024,Winger,SEA,1,Left,70,172,32,1,"$1,500,000",33,UFA,1,"$1,800,000",1,"$1,704,409",70,9,15,24,20,57,51,11.35,0.67,0.25,5.8,-1.9,-1.7,-0.4,0.5,0.5,"$83,500,000",1.8%,"$88,000,000",2.0%,1.9%,COL/SEA,60,0
Jani,Hakanpaa,2024,Defenseman,DAL,0,Right,79,225,29,3,"$1,500,000",32,UFA,1,"$1,470,000",1,"$1,462,695",64,2,10,12,33,50,48,15.07,0.03,3,3.4,2.8,0,0.2,0.1,-0.6,"$83,500,000",1.8%,"$88,000,000",1.7%,1.7%,DAL,104,0
Michael,Rasmussen,2024,Center,DET,1,Left,78,223,22,3,"$1,460,000",25,RFA+ARB,4,"$3,200,000",3,"$3,325,394",75,13,20,33,47,51,44,12.95,0.13,1.73,2.6,-0.3,-0.2,0.2,-0.3,0,"$83,500,000",1.7%,"$88,000,000",3.6%,3.8%,DET,9,0
Eeli,Tolvanen,2024,Winger,SEA,1,Left,70,192,22,3,"$1,450,000",25,RFA+ARB,2,"$3,475,000",2,"$3,463,232",81,16,25,41,24,43,51,12.87,2.3,0.1,0.5,2.2,-1.9,0.1,0.7,-1.8,"$83,500,000",1.7%,"$88,000,000",3.9%,3.9%,SEA,30,0
Timothy,Liljegren,2024,Defenseman,TOR,0,Right,73,201,23,2,"$1,400,000",25,RFA+ARB,2,"$3,000,000",2,"$2,737,781",55,3,20,23,16,52,49,16.32,1.62,1.05,-0.3,3.7,0.5,-0.4,0.9,-0.1,"$83,500,000",1.7%,"$88,000,000",3.4%,3.1%,TOR,17,0
Ryan,Poehling,2024,Center,PHI,1,Left,74,205,24,1,"$1,400,000",25,RFA+ARB,2,"$1,900,000",2,"$1,988,687",77,11,17,28,6,43,50,12.38,0.43,1.68,-0.4,0,0.1,-0.6,2,-0.1,"$83,500,000",1.7%,"$88,000,000",2.2%,2.3%,PHI,25,0
Rasmus,Sandin,2024,Defenseman,WSH,1,Left,71,190,22,2,"$1,400,000",24,RFA+ARB,5,"$4,600,000",4,"$4,462,193",68,3,20,23,24,44,46,19.02,1.38,0.23,-0.3,-3.1,1.5,0.1,0.8,-0.8,"$83,500,000",1.7%,"$88,000,000",5.2%,5.1%,WSH,29,0
William,Carrier,2024,Winger,VGK,1,Left,74,214,25,4,"$1,400,000",29,UFA,6,"$2,000,000",4,"$1,569,721",39,6,2,8,16,56,54,11.02,0.03,0.07,-0.8,3.1,0,0,-0.1,0.9,"$83,500,000",1.7%,"$88,000,000",2.3%,1.8%,VGK,57,0
Philippe,Myers,2024,Defenseman,TB,0,Right,77,220,25,1,"$1,400,000",26,UFA,1,"$775,000",2,"$892,175",5,0,0,0,2,25,56,11.2,0.02,0.37,-0.9,-0.8,0,0,-0.1,-0.1,"$83,500,000",1.7%,"$88,000,000",0.9%,1.0%,T.B,250,1
Carl,Grundstrom,2024,Winger,LA,1,Left,72,201,24,2,"$1,300,000",26,RFA+ARB,2,"$1,800,000",2,"$1,406,618",50,8,4,12,12,43,55,10.45,0.12,0.3,-1,-1,0.2,-0.7,0.3,-0.4,"$83,500,000",1.6%,"$88,000,000",2.0%,1.6%,L.A,57,0
Kevin,Rooney,2024,Center,CGY,1,Left,74,201,29,2,"$1,300,000",31,UFA,1,"$1,300,000",1,"$1,278,258",33,3,1,4,2,41,47,8.45,0.12,2.45,0.9,-0.5,0,1.6,0.5,-0.1,"$83,500,000",1.6%,"$88,000,000",1.5%,1.5%,CGY,250,1
Colin,Blackwell,2024,Center,CHI,0,Right,68,181,29,2,"$1,200,000",31,UFA,1,"$775,000",1,"$892,117",44,8,4,12,10,43,47,12.35,0.18,1.77,-2.8,1.3,0.5,-2.6,1.1,0.9,"$83,500,000",1.4%,"$88,000,000",0.9%,1.0%,CHI,193,0
Sam,Lafferty,2024,Center,VAN,0,Right,74,205,27,2,"$1,150,000",29,UFA,2,"$2,000,000",2,"$1,682,509",79,13,11,24,32,50,48,10.88,0.37,0.35,-0.6,0.4,-0.5,-0.4,0.5,0,"$83,500,000",1.4%,"$88,000,000",2.3%,1.9%,VAN,113,0
Christian,Fischer,2024,Winger,DET,0,Right,74,214,26,1,"$1,125,000",27,UFA,1,"$1,125,000",1,"$1,329,609",79,5,14,19,36,48,43,10.42,0.05,0.77,0.9,0,0,1.6,0.2,0.3,"$83,500,000",1.3%,"$88,000,000",1.3%,1.5%,DET,32,0
Troy,Stecher,2024,Defenseman,EDM,0,Right,70,185,29,1,"$1,100,000",30,UFA,2,"$787,500",2,"$896,457",54,1,6,7,32,56,50,15.63,0.05,1.8,-0.8,4.6,0,-0.7,-0.7,0.2,"$83,500,000",1.3%,"$88,000,000",0.9%,1.0%,ARI/EDM,250,1
Brandon,Duhaime,2024,Winger,MIN,1,Left,74,209,26,1,"$1,100,000",27,UFA,2,"$1,850,000",2,"$1,635,445",80,5,8,13,70,43,46,8.83,0.05,1.82,2.6,-1.3,0,0.7,0.2,0.3,"$83,500,000",1.3%,"$88,000,000",2.1%,1.9%,COL/MIN,106,0
Brendan,Smith,2024,Defenseman,NJ,1,Left,74,201,33,2,"$1,100,000",35,UFA,1,"$1,000,000",1,"$1,089,843",63,5,10,15,61,44,48,13.03,0.05,2.72,4.6,1.1,0,2.9,-1.2,0.3,"$83,500,000",1.3%,"$88,000,000",1.1%,1.2%,N.J,27,0
Nick,Cousins,2024,Center,FLA,1,Left,71,192,28,2,"$1,100,000",30,UFA,1,"$800,000",2,"$1,029,124",69,7,8,15,64,51,55,11.8,0.28,0.02,-2.4,-3.3,-0.4,0,0.1,0.9,"$83,500,000",1.3%,"$88,000,000",0.9%,1.2%,FLA,68,0
Steven,Lorentz,2024,Center,FLA,1,Left,76,218,26,2,"$1,050,000",28,UFA,1,"$775,000",2,"$851,666",38,1,2,3,10,23,51,8.25,0.03,0.47,-3.1,1.3,0,0.1,-0.1,-0.7,"$83,500,000",1.3%,"$88,000,000",0.9%,1.0%,FLA,186,0
Logan,Stanley,2024,Defenseman,WPG,1,Left,79,231,25,1,"$1,000,000",26,RFA+ARB,2,"$1,250,000",1,"$1,188,807",25,1,1,2,36,59,48,12.65,0.05,0.93,-0.1,0,0,-0.3,-0.7,-0.1,"$83,500,000",1.2%,"$88,000,000",1.4%,1.4%,WPG,18,0
Patrick,Maroon,2024,Winger,MIN,1,Left,75,234,33,2,"$1,000,000",35,UFA,1,"$1,300,000",1,"$1,377,924",51,4,12,16,60,42,46,11.82,0.8,0,1.4,-1,0.9,0,-0.4,-0.1,"$83,500,000",1.2%,"$88,000,000",1.5%,1.6%,BOS/MIN,161,0
James,Van Riemsdyk,2024,Winger,BOS,1,Left,75,209,34,1,"$1,000,000",35,UFA,1,"$900,000",1,"$851,586",71,11,27,38,20,58,49,10.85,2.45,0,0.4,0.8,0,0,0.3,-1.4,"$83,500,000",1.2%,"$88,000,000",1.0%,1.0%,BOS,2,0
Dmitry,Kulikov,2024,Defenseman,FLA,1,Left,72,212,32,1,"$1,000,000",33,UFA,4,"$1,150,000",4,"$1,429,898",76,1,19,20,63,53,54,13.95,0.07,2.15,0.9,-0.6,0,2,-0.6,0.7,"$83,500,000",1.2%,"$88,000,000",1.3%,1.6%,FLA,14,0
Craig,Smith,2024,Center,DAL,0,Right,73,203,33,1,"$1,000,000",34,UFA,1,"$1,000,000",1,"$940,078",75,11,9,20,33,50,56,10.03,0.07,0.05,0.7,1.9,0,0.1,-0.5,-0.7,"$83,500,000",1.2%,"$88,000,000",1.1%,1.1%,DAL,98,0
Mike,Reilly,2024,Defenseman,NYI,1,Left,74,192,29,1,"$1,000,000",30,UFA,1,"$1,250,000",2,"$1,545,565",61,6,18,24,30,48,51,15.1,1.65,0.07,2.2,3.6,0.7,0,-0.3,-0.2,"$83,500,000",1.2%,"$88,000,000",1.4%,1.8%,FLA/NYI,98,0
Mattias,Janmark,2024,Center,EDM,1,Left,74,205,30,1,"$1,000,000",31,UFA,3,"$1,450,000",2,"$1,324,962",71,4,8,12,46,50,51,10.02,0.02,1.73,0,1.4,0,-0.2,0.3,-0.2,"$83,500,000",1.2%,"$88,000,000",1.6%,1.5%,EDM,79,0
Tomas,Nosek,2024,Winger,NJ,1,Left,74,205,30,1,"$1,000,000",31,UFA,1,"$775,000",1,"$858,550",36,2,4,6,6,32,44,10.13,0.05,1.38,-2.3,-1.7,0,-1.4,0.4,-0.4,"$83,500,000",1.2%,"$88,000,000",0.9%,1.0%,N.J,250,1
Kevin,Stenlund,2024,Center,FLA,0,Right,76,214,26,1,"$1,000,000",27,UFA,2,"$2,000,000",2,"$1,841,842",81,11,4,15,62,33,49,9.65,0.15,2.58,-3.9,-0.1,-0.3,0.9,-2.1,-1.1,"$83,500,000",1.2%,"$88,000,000",2.3%,2.1%,FLA,58,0
Kurtis,MacDermid,2024,Winger,NJ,1,Left,77,234,28,2,"$987,500",30,UFA,3,"$1,150,000",2,"$1,089,628",45,2,1,3,73,70,39,4.8,0,0,-0.9,-0.3,0,0,-1.7,-0.1,"$83,500,000",1.2%,"$88,000,000",1.3%,1.2%,COL/N.J,250,1
Justin,Danforth,2024,Winger,CBJ,0,Right,68,194,28,2,"$975,000",30,UFA,1,"$1,100,000",2,"$1,185,944",71,10,16,26,26,44,47,12.15,0.48,1.18,7.6,2.4,-1.4,-3.3,1,-0.7,"$83,500,000",1.2%,"$88,000,000",1.3%,1.3%,CBJ,250,1
Robert,Bortuzzo,2024,Defenseman,STL,0,Right,76,205,32,2,"$950,000",34,UFA,1,"$775,000",1,"$752,071",27,0,0,0,27,46,40,12.15,0.07,1.32,0,-2.2,0,-0.5,-1,0,"$83,500,000",1.1%,"$88,000,000",0.9%,0.9%,NYI/STL,78,0
Josh,Mahura,2024,Defenseman,FLA,1,Left,72,190,24,1,"$925,000",25,UFA no QO,1,"$775,000",1,"$841,910",30,0,9,9,20,48,47,11.82,0.05,0.62,0.6,1.2,0,0.4,-0.3,0.4,"$83,500,000",1.1%,"$88,000,000",0.9%,1.0%,FLA,85,0
Nils,Lundkvist,2024,Defenseman,DAL,0,Right,73,194,20,3,"$1,775,000",23,UFA no QO,1,"$1,250,000",2,"$1,405,528",59,2,17,19,16,60,54,12.98,0.88,0,4.2,-1.8,0.4,0,0.3,-0.9,"$83,500,000",2.1%,"$88,000,000",1.4%,1.6%,DAL,28,0
Jonatan,Berggren,2024,Winger,DET,1,Left,71,194,20,3,"$925,000",23,RFA+ARB,1,"$825,000",1,"$938,321",12,2,4,6,2,50,40,10.05,0.73,0,2.6,-1,0.1,0,0.1,0.8,"$83,500,000",1.1%,"$88,000,000",0.9%,1.1%,DET,33,0
Jack,Drury,2024,Center,CAR,1,Left,71,187,21,3,"$925,000",24,RFA+ARB,2,"$1,725,000",2,"$1,767,951",74,8,19,27,33,54,61,10.75,0.92,0.45,1.4,6.2,2.9,-0.2,0.4,0.2,"$83,500,000",1.1%,"$88,000,000",2.0%,2.0%,CAR,42,0
Kirill,Marchenko,2024,Winger,CBJ,0,Right,75,201,21,2,"$1,562,500",23,RFA+ARB,3,"$3,850,000",4,"$3,928,553",78,23,19,42,14,58,48,13.22,2.37,0.07,5,-1,5.4,0,1.6,-0.1,"$83,500,000",1.9%,"$88,000,000",4.4%,4.5%,CBJ,49,0
Spencer,Stastney,2024,Defenseman,NSH,1,Left,72,183,22,2,"$925,000",24,RFA+ARB,2,"$825,000",2,"$881,198",20,2,2,4,4,70,52,13.73,0.1,1.8,2.2,0,0,-0.6,0.3,0,"$83,500,000",1.1%,"$88,000,000",0.9%,1.0%,NSH,131,0
Michael,Kesselring,2024,Defenseman,UTA,0,Right,76,216,21,3,"$925,000",24,RFA+ARB,2,"$1,400,000",2,"$1,480,246",65,5,16,21,66,57,52,15.22,0.05,0.25,7.2,-0.1,0,-0.6,-1.2,0.2,"$83,500,000",1.1%,"$88,000,000",1.6%,1.7%,ARI,164,0
Vasily,Podkolzin,2024,Winger,VAN,1,Left,73,190,19,3,"$1,775,000",22,RFA,2,"$1,000,000",2,"$1,036,735",19,0,2,2,8,35,53,10.15,0.5,0,-1.5,0,-0.2,0,-0.1,-0.4,"$83,500,000",2.1%,"$88,000,000",1.1%,1.2%,VAN,10,0
Bobby,Brink,2024,Winger,PHI,0,Right,68,168,20,3,"$1,137,500",23,RFA+ARB,2,"$1,500,000",2,"$1,519,061",57,11,12,23,10,55,48,11.35,2.12,0,2.7,-1.3,-2.4,0,1,0.9,"$83,500,000",1.4%,"$88,000,000",1.7%,1.7%,PHI,34,0
Jackson,Lacombe,2024,Defenseman,ANA,1,Left,74,207,22,2,"$1,387,500",24,RFA,2,"$925,000",2,"$1,311,022",71,2,15,17,24,37,44,15.62,0.57,2.3,-4.2,0.9,0.4,1.4,0.6,-0.7,"$83,500,000",1.7%,"$88,000,000",1.1%,1.5%,ANA,39,0
Lucas,Raymond,2024,Winger,DET,0,Right,71,187,19,3,"$3,425,000",22,RFA,8,"$8,075,000",8,"$8,006,895",82,31,41,72,30,46,49,14.08,2.55,0.13,9.2,-0.3,-0.6,0.1,1.3,3.3,"$83,500,000",4.1%,"$88,000,000",9.2%,9.1%,DET,4,0
Jake,Sanderson,2024,Defenseman,OTT,1,Left,74,203,19,3,"$1,850,000",22,RFA,8,"$8,050,000",8,"$8,015,163",79,10,28,38,23,50,53,16.47,2.97,2.75,3.7,4.6,0.8,1,2.7,-1.1,"$83,500,000",2.2%,"$88,000,000",9.1%,9.1%,OTT,5,0
Anton,Lundell,2024,Center,FLA,1,Left,73,196,19,3,"$1,775,000",22,RFA,6,"$5,000,000",5,"$4,663,547",78,13,22,35,46,57,56,12.47,1.08,1.2,1,-2.9,-1.1,2.3,-0.3,0.2,"$83,500,000",2.1%,"$88,000,000",5.7%,5.3%,FLA,12,0
Dylan,Holloway,2024,Center,EDM,1,Left,73,205,19,3,"$1,441,667",22,RFA,2,"$2,290,457",2,"$1,775,409",38,6,3,9,29,48,59,11.07,0.1,0.17,-1.4,1,0.1,0.1,-0.1,0.6,"$83,500,000",1.7%,"$88,000,000",2.6%,2.0%,EDM,14,0
Braden,Schneider,2024,Defenseman,NYR,0,Right,76,214,19,3,"$1,325,000",22,RFA,2,"$2,200,000",2,"$2,137,821",82,5,14,19,16,46,49,14.45,0.02,1.08,3.3,0.9,0,1.6,1.6,-0.5,"$83,500,000",1.6%,"$88,000,000",2.5%,2.4%,NYR,19,0
Justin,Barron,2024,Defenseman,MTL,0,Right,74,198,19,3,"$1,158,333",22,RFA,2,"$1,150,000",2,"$1,416,274",48,7,6,13,16,50,47,16.33,1.13,0.65,-2.2,-0.1,-0.1,0.2,0.2,-0.3,"$83,500,000",1.4%,"$88,000,000",1.3%,1.6%,MTL,25,0
Cole,Sillinger,2024,Center,CBJ,1,Left,72,203,18,3,"$1,633,333",21,RFA,2,"$2,250,000",2,"$2,540,648",77,13,19,32,46,48,48,12.98,0.78,1.9,3.2,-3.4,-0.9,-0.9,0.1,-1,"$83,500,000",2.0%,"$88,000,000",2.6%,2.9%,CBJ,12,0
